               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
22,0.076816,0.049853,0,0.1998,0.019231,0.01381,0.0023046,0.058464,0.024441,0,0.002941,0.002941,0.073141
23,0.076571,0.045724,0,0.019966,0.038462,0.010577,0.0022939,0.056254,0.025047,0,0.0030656,0.0030656,0.071966
24,0.078826,0.050887,0,0.017109,0.39423,0.013154,0.0022294,0.055743,0.025095,0,0.0031896,0.0031896,0.07079
25,0.077645,0.045454,0,0.013314,0.38462,0.010686,0.0018353,0.056529,0.024838,0,0.0033132,0.0033132,0.069613
26,0.074992,0.044562,0,0.014414,0.26923,0.011286,0.0019466,0.057288,0.024818,0,0.0034362,0.0034362,0.068436
27,0.077946,0.048691,0,0.01237,0.31731,0.0096935,0.0017344,0.056697,0.024699,0,0.0035587,0.0035587,0.067259
28,0.074515,0.052873,0,0.12427,0.019231,0.016854,0.0047219,0.056829,0.024425,0,0.0036806,0.0036806,0.066081
29,0.080114,0.049101,0,0.015919,0.096154,0.0097724,0.0018474,0.057617,0.024298,0,0.0038019,0.0038019,0.064902
30,0.077311,0.048659,0,0.015691,0.057692,0.0092194,0.0014068,0.057581,0.024307,0,0.0039226,0.0039226,0.063723
31,0.077425,0.048949,0,0.012065,0.27885,0.0093814,0.0018315,0.0581,0.024142,0,0.0040427,0.0040427,0.062543
32,0.078559,0.049561,0,0.011706,0.25962,0.009415,0.0016166,0.057032,0.02444,0,0.0041622,0.0041622,0.061362
33,0.076967,0.050751,0,0.013289,0.22115,0.0099779,0.0019003,0.057043,0.024433,0,0.0042809,0.0042809,0.060181
34,0.076405,0.049987,0,0.011975,0.39423,0.010118,0.0017932,0.057123,0.02455,0,0.0043991,0.0043991,0.058999
35,0.078813,0.049646,0,0.011993,0.32692,0.0096003,0.0015898,0.057263,0.02466,0,0.0045165,0.0045165,0.057816
36,0.077519,0.044904,0,0.018558,0.10577,0.011464,0.0019677,0.056134,0.025026,0,0.0046331,0.0046331,0.056633
37,0.069965,0.047361,0,0.018478,0.14423,0.016399,0.0023958,0.056067,0.025031,0,0.0047491,0.0047491,0.055449
38,0.071791,0.055405,0,0.17588,0.019231,0.014874,0.0022135,0.055562,0.025276,0,0.0048643,0.0048643,0.054264
39,0.074366,0.05205,0,0.019399,0.11538,0.011725,0.0020276,0.055496,0.025567,0,0.0049787,0.0049787,0.053079
40,0.074074,0.051747,0,0.02394,0.16346,0.013673,0.0022591,0.057156,0.025704,0,0.0050923,0.0050923,0.051892
41,0.074483,0.046219,0,0.021613,0.19231,0.014844,0.0025363,0.057724,0.02593,0,0.0052051,0.0052051,0.050705
42,0.074512,0.046941,0,0.020239,0.17308,0.01322,0.0022966,0.058415,0.026216,0,0.0053171,0.0053171,0.049517
43,0.074267,0.047398,0,0.039848,0.057692,0.017016,0.0030144,0.057215,0.026644,0,0.0054283,0.0054283,0.048328
44,0.071476,0.0461,0,0.033893,0.17308,0.020421,0.003238,0.056619,0.026613,0,0.0055385,0.0055385,0.047139
45,0.074766,0.050663,0,0.064,0.096154,0.026231,0.0047121,0.054089,0.026576,0,0.0056479,0.0056479,0.045948
46,0.075025,0.050488,0,0.054267,0.17308,0.02782,0.0046933,0.054123,0.025964,0,0.0057564,0.0057564,0.044756
47,0.073828,0.048271,0,0.048663,0.21154,0.032296,0.0052557,0.053328,0.025934,0,0.005864,0.005864,0.043564
48,0.074764,0.049743,0,0.055839,0.076923,0.025075,0.0041028,0.056509,0.025674,0,0.0059706,0.0059706,0.042371
49,0.072773,0.0464,0,0.040809,0.20192,0.024226,0.0047485,0.054732,0.027077,0,0.0060763,0.0060763,0.041176
50,0.07192,0.049516,0,0.1363,0.038462,0.022915,0.0044342,0.055774,0.026407,0,0.006181,0.006181,0.039981
51,0.073816,0.050167,0,0.12792,0.048077,0.02906,0.004856,0.054336,0.025868,0,0.0062847,0.0062847,0.038785
52,0.072965,0.045675,0,0.058071,0.18269,0.035728,0.0054856,0.053416,0.026168,0,0.0063874,0.0063874,0.037587
53,0.070229,0.045816,0,0.062914,0.20192,0.040624,0.005893,0.052788,0.026644,0,0.0064891,0.0064891,0.036389
54,0.067622,0.047032,0,0.060765,0.29808,0.040627,0.0067498,0.050753,0.02718,0,0.0065898,0.0065898,0.03519
55,0.072495,0.049786,0,0.072587,0.31731,0.067458,0.012728,0.050202,0.028764,0,0.0066894,0.0066894,0.033989
56,0.074713,0.045904,0,0.086855,0.19231,0.054765,0.012046,0.050508,0.031234,0,0.006788,0.006788,0.032788
57,0.073227,0.047642,0,0.099019,0.22115,0.05827,0.013233,0.049965,0.031046,0,0.0068855,0.0068855,0.031585
58,0.072515,0.047469,0,0.095261,0.28846,0.064299,0.012945,0.049173,0.029531,0,0.0069819,0.0069819,0.030382
59,0.066503,0.043728,0,0.10451,0.30769,0.076834,0.01786,0.049908,0.027731,0,0.0070771,0.0070771,0.029177
60,0.070375,0.043058,0,0.16079,0.37767,0.16242,0.035327,0.04712,0.024954,0,0.0071713,0.0071713,0.027971
61,0.073161,0.045349,0,0.12816,0.29808,0.1206,0.031458,0.047525,0.024598,0,0.0072643,0.0072643,0.026764
62,0.070785,0.04521,0,0.18336,0.25,0.13856,0.029847,0.047442,0.023601,0,0.0073561,0.0073561,0.025556
63,0.067789,0.047499,0,0.16448,0.30665,0.12616,0.028442,0.047375,0.024182,0,0.0074468,0.0074468,0.024347
64,0.063203,0.042548,0,0.30592,0.26923,0.24535,0.058964,0.045724,0.02418,0,0.0075363,0.0075363,0.023136
65,0.066948,0.045775,0,0.35364,0.25,0.21259,0.053333,0.046844,0.024715,0,0.0076246,0.0076246,0.021925
66,0.063226,0.04581,0,0.24261,0.34498,0.20628,0.047823,0.045059,0.026717,0,0.0077117,0.0077117,0.020712
67,0.066933,0.047429,0,0.35794,0.5,0.36048,0.08383,0.042914,0.024959,0,0.0077976,0.0077976,0.019498
68,0.063688,0.041996,0,0.20624,0.43269,0.21734,0.03779,0.047469,0.023026,0,0.0078822,0.0078822,0.018282
69,0.066202,0.042332,0,0.25241,0.34615,0.22083,0.054578,0.047678,0.022319,0,0.0079656,0.0079656,0.017066
70,0.065911,0.04404,0,0.51935,0.38462,0.39195,0.089128,0.04403,0.022797,0,0.0080477,0.0080477,0.015848
71,0.064648,0.046453,0,0.45238,0.46154,0.43802,0.12907,0.041449,0.02325,0,0.0081286,0.0081286,0.014629
72,0.064386,0.045031,0,0.35676,0.43197,0.31124,0.061118,0.043062,0.023721,0,0.0082082,0.0082082,0.013408
73,0.063617,0.042575,0,0.3788,0.53846,0.38436,0.092455,0.042391,0.02393,0,0.0082864,0.0082864,0.012186
74,0.064158,0.043105,0,0.41232,0.42308,0.34058,0.087889,0.045684,0.023976,0,0.0083634,0.0083634,0.010963
75,0.067424,0.043747,0,0.48495,0.43269,0.3902,0.097199,0.043388,0.024984,0,0.008439,0.008439,0.009739
76,0.062603,0.042008,0,0.62108,0.4413,0.48247,0.14207,0.042667,0.022931,0,0.0085133,0.0085133,0.0085133
77,0.067707,0.042735,0,0.54941,0.48069,0.47967,0.16792,0.044336,0.022026,0,0.0085133,0.0085133,0.0085133
78,0.059845,0.040157,0,0.49398,0.49038,0.51281,0.13568,0.045158,0.021632,0,0.0084761,0.0084761,0.0084761
79,0.061521,0.040838,0,0.48966,0.50962,0.482,0.16702,0.043204,0.022199,0,0.0084385,0.0084385,0.0084385
80,0.062877,0.043861,0,0.60385,0.5,0.54331,0.17829,0.044487,0.022676,0,0.0084005,0.0084005,0.0084005
81,0.06084,0.042882,0,0.60128,0.59452,0.6142,0.23298,0.040513,0.021781,0,0.0083622,0.0083622,0.0083622
82,0.060687,0.040111,0,0.68517,0.58594,0.62672,0.22029,0.041808,0.021399,0,0.0083235,0.0083235,0.0083235
83,0.059308,0.040458,0,0.64174,0.58561,0.57582,0.19517,0.040528,0.021399,0,0.0082844,0.0082844,0.0082844
84,0.061355,0.042257,0,0.56939,0.70192,0.67231,0.25466,0.039265,0.020373,0,0.008245,0.008245,0.008245
85,0.058049,0.042928,0,0.64988,0.74959,0.73176,0.29298,0.039567,0.019754,0,0.0082052,0.0082052,0.0082052
86,0.060063,0.041537,0,0.62168,0.75845,0.74562,0.26246,0.038936,0.019067,0,0.0081651,0.0081651,0.0081651
87,0.060372,0.042483,0,0.60285,0.64221,0.63616,0.25049,0.039062,0.02024,0,0.0081247,0.0081247,0.0081247
88,0.057588,0.038377,0,0.58289,0.67308,0.56638,0.21393,0.039256,0.019754,0,0.0080839,0.0080839,0.0080839
89,0.053853,0.040356,0,0.28439,0.63462,0.236,0.088662,0.038881,0.022702,0,0.0080428,0.0080428,0.0080428
90,0.06049,0.041122,0,0.22256,0.66346,0.18079,0.064508,0.044976,0.024394,0,0.0080013,0.0080013,0.0080013
91,0.057298,0.040763,0,0.30639,0.58654,0.24812,0.079803,0.039636,0.024059,0,0.0079595,0.0079595,0.0079595
92,0.057303,0.042219,0,0.42992,0.625,0.36195,0.14,0.036587,0.023561,0,0.0079174,0.0079174,0.0079174
93,0.05808,0.037374,0,0.58468,0.69037,0.57775,0.22099,0.03513,0.01911,0,0.007875,0.007875,0.007875
94,0.056123,0.039502,0,0.7126,0.64372,0.68248,0.26753,0.034792,0.021346,0,0.0078323,0.0078323,0.0078323
95,0.055824,0.040569,0,0.67889,0.67308,0.67006,0.24568,0.037479,0.022836,0,0.0077893,0.0077893,0.0077893
96,0.051636,0.035544,0,0.53815,0.77885,0.55298,0.21911,0.040735,0.031976,0,0.007746,0.007746,0.007746
97,0.054369,0.038948,0,0.49116,0.54808,0.39374,0.17187,0.040058,0.036469,0,0.0077023,0.0077023,0.0077023
98,0.051705,0.038097,0,0.411,0.71793,0.39823,0.15752,0.041237,0.029558,0,0.0076584,0.0076584,0.0076584
99,0.053406,0.038529,0,0.37152,0.68269,0.32933,0.11396,0.040806,0.026929,0,0.0076142,0.0076142,0.0076142
100,0.058231,0.039766,0,0.59997,0.75,0.57066,0.2314,0.037752,0.02085,0,0.0075698,0.0075698,0.0075698
101,0.053649,0.0389,0,0.63456,0.76804,0.67264,0.28697,0.037552,0.019466,0,0.007525,0.007525,0.007525
102,0.052295,0.036845,0,0.80572,0.79757,0.78152,0.32651,0.035135,0.018245,0,0.00748,0.00748,0.00748
103,0.056606,0.037232,0,0.73154,0.71154,0.73331,0.24147,0.038376,0.017724,0,0.0074347,0.0074347,0.0074347
104,0.053889,0.039435,0,0.81598,0.76923,0.80408,0.35884,0.034762,0.017631,0,0.0073891,0.0073891,0.0073891
105,0.054822,0.040106,0,0.70346,0.77885,0.69331,0.29853,0.035846,0.01828,0,0.0073433,0.0073433,0.0073433
106,0.047375,0.036204,0,0.82311,0.80769,0.81509,0.36145,0.034403,0.017856,0,0.0072973,0.0072973,0.0072973
107,0.050188,0.035563,0,0.83275,0.81731,0.84997,0.35628,0.032458,0.017486,0,0.0072509,0.0072509,0.0072509
108,0.05046,0.035308,0,0.80526,0.87474,0.88076,0.3454,0.032309,0.017398,0,0.0072044,0.0072044,0.0072044
109,0.051429,0.036893,0,0.83407,0.82692,0.87655,0.38459,0.034061,0.017243,0,0.0071576,0.0071576,0.0071576
110,0.053108,0.038716,0,0.78944,0.75962,0.82179,0.36525,0.033518,0.017803,0,0.0071106,0.0071106,0.0071106
111,0.053095,0.037765,0,0.81814,0.77864,0.83547,0.34249,0.0341,0.01758,0,0.0070633,0.0070633,0.0070633
112,0.048349,0.037307,0,0.86,0.82691,0.89039,0.39781,0.030556,0.017822,0,0.0070159,0.0070159,0.0070159
113,0.052509,0.037249,0,0.77827,0.84615,0.82553,0.35384,0.029925,0.017957,0,0.0069682,0.0069682,0.0069682
114,0.049084,0.034557,0,0.7864,0.77883,0.76329,0.32843,0.03006,0.017851,0,0.0069203,0.0069203,0.0069203
115,0.054512,0.037054,0,0.80188,0.81728,0.81484,0.35373,0.030703,0.017568,0,0.0068722,0.0068722,0.0068722
116,0.050073,0.037786,0,0.85553,0.74021,0.80214,0.32688,0.031471,0.017292,0,0.0068239,0.0068239,0.0068239
117,0.049364,0.037745,0,0.85997,0.76923,0.83557,0.35434,0.03096,0.017085,0,0.0067754,0.0067754,0.0067754
118,0.049661,0.037384,0,0.7752,0.79808,0.82196,0.35178,0.031503,0.017288,0,0.0067268,0.0067268,0.0067268
119,0.048187,0.033239,0,0.79801,0.79774,0.83273,0.34221,0.031667,0.017121,0,0.0066779,0.0066779,0.0066779
120,0.054792,0.036864,0,0.8469,0.79782,0.85029,0.36553,0.031109,0.01703,0,0.0066288,0.0066288,0.0066288
121,0.044661,0.032909,0,0.80528,0.83654,0.83794,0.3559,0.031191,0.016977,0,0.0065796,0.0065796,0.0065796
122,0.050061,0.035153,0,0.82061,0.83654,0.84202,0.37383,0.031123,0.017112,0,0.0065303,0.0065303,0.0065303
123,0.053172,0.035809,0,0.75398,0.88407,0.82653,0.35859,0.031477,0.017069,0,0.0064807,0.0064807,0.0064807
124,0.047963,0.034103,0,0.75114,0.875,0.83343,0.38525,0.031241,0.016821,0,0.006431,0.006431,0.006431
125,0.052226,0.036289,0,0.81125,0.82657,0.81194,0.33925,0.032186,0.017128,0,0.0063812,0.0063812,0.0063812
126,0.04902,0.033928,0,0.81247,0.87481,0.83544,0.36415,0.031412,0.01707,0,0.0063312,0.0063312,0.0063312
127,0.050172,0.036742,0,0.81788,0.86538,0.83478,0.3659,0.031514,0.017102,0,0.006281,0.006281,0.006281
128,0.05,0.034456,0,0.85405,0.84615,0.8439,0.38319,0.030122,0.016599,0,0.0062307,0.0062307,0.0062307
129,0.047128,0.034322,0,0.80592,0.84615,0.82361,0.3675,0.029363,0.016824,0,0.0061803,0.0061803,0.0061803
130,0.050412,0.037876,0,0.79996,0.88437,0.83256,0.37468,0.030001,0.016772,0,0.0061298,0.0061298,0.0061298
131,0.048206,0.034043,0,0.85974,0.8841,0.87823,0.39807,0.029608,0.016696,0,0.0060792,0.0060792,0.0060792
132,0.048963,0.036369,0,0.79272,0.92308,0.8841,0.40494,0.030698,0.016853,0,0.0060284,0.0060284,0.0060284
133,0.046909,0.037529,0,0.7996,0.8057,0.79129,0.32123,0.031227,0.017484,0,0.0059775,0.0059775,0.0059775
134,0.050355,0.035942,0,0.81903,0.73979,0.7654,0.33837,0.030376,0.017795,0,0.0059266,0.0059266,0.0059266
135,0.048121,0.037461,0,0.80171,0.8553,0.84856,0.38012,0.029031,0.016714,0,0.0058755,0.0058755,0.0058755
136,0.047526,0.032527,0,0.79999,0.85577,0.8444,0.39345,0.029744,0.016446,0,0.0058244,0.0058244,0.0058244
137,0.045962,0.033065,0,0.77188,0.84592,0.79899,0.38259,0.030292,0.016813,0,0.0057731,0.0057731,0.0057731
138,0.048391,0.033577,0,0.85247,0.77885,0.86089,0.40174,0.030245,0.01672,0,0.0057218,0.0057218,0.0057218
139,0.04691,0.035951,0,0.81458,0.84615,0.85778,0.36568,0.032362,0.017065,0,0.0056704,0.0056704,0.0056704
140,0.049217,0.03617,0,0.87689,0.82692,0.87714,0.40571,0.030865,0.016583,0,0.0056189,0.0056189,0.0056189
141,0.048196,0.035144,0,0.82453,0.90385,0.8924,0.42494,0.029766,0.01609,0,0.0055674,0.0055674,0.0055674
142,0.048137,0.032591,0,0.85147,0.82692,0.8622,0.42458,0.029872,0.016165,0,0.0055158,0.0055158,0.0055158
143,0.045546,0.032861,0,0.83779,0.85577,0.86095,0.41667,0.028936,0.016404,0,0.0054642,0.0054642,0.0054642
144,0.045437,0.031412,0,0.83331,0.86526,0.84883,0.41243,0.029269,0.016966,0,0.0054125,0.0054125,0.0054125
145,0.047327,0.032786,0,0.76979,0.83654,0.80578,0.37459,0.030162,0.018129,0,0.0053608,0.0053608,0.0053608
146,0.045556,0.034154,0,0.76773,0.82634,0.77726,0.37295,0.030281,0.019502,0,0.0053091,0.0053091,0.0053091
147,0.044433,0.035059,0,0.81304,0.83628,0.8341,0.41219,0.030189,0.018136,0,0.0052573,0.0052573,0.0052573
148,0.045323,0.035818,0,0.80335,0.90347,0.88122,0.42295,0.030243,0.016465,0,0.0052055,0.0052055,0.0052055
149,0.045903,0.035358,0,0.83177,0.85572,0.88444,0.44013,0.031106,0.016163,0,0.0051537,0.0051537,0.0051537
150,0.045178,0.031312,0,0.87061,0.91346,0.92342,0.45733,0.029288,0.015646,0,0.0051018,0.0051018,0.0051018
151,0.043167,0.031748,0,0.83759,0.94216,0.92726,0.44063,0.028132,0.015432,0,0.00505,0.00505,0.00505
152,0.048426,0.035821,0,0.82047,0.92281,0.90797,0.44689,0.028139,0.015621,0,0.0049982,0.0049982,0.0049982
153,0.049726,0.037218,0,0.7864,0.92308,0.9028,0.45851,0.029038,0.016034,0,0.0049463,0.0049463,0.0049463
154,0.044043,0.032185,0,0.88658,0.82678,0.90924,0.45001,0.028422,0.016086,0,0.0048945,0.0048945,0.0048945
155,0.048806,0.035758,0,0.88167,0.86538,0.90636,0.45685,0.028054,0.016512,0,0.0048427,0.0048427,0.0048427
156,0.041924,0.03489,0,0.86791,0.88453,0.88581,0.44176,0.028679,0.017216,0,0.0047909,0.0047909,0.0047909
157,0.045893,0.031868,0,0.8822,0.86538,0.87834,0.43076,0.028448,0.017695,0,0.0047392,0.0047392,0.0047392
158,0.0478,0.031647,0,0.89212,0.87469,0.88535,0.39569,0.028637,0.018002,0,0.0046875,0.0046875,0.0046875
159,0.048597,0.034208,0,0.89437,0.90385,0.90139,0.45439,0.02835,0.019374,0,0.0046358,0.0046358,0.0046358
160,0.042449,0.033828,0,0.89213,0.875,0.8839,0.43321,0.028481,0.019951,0,0.0045842,0.0045842,0.0045842
161,0.04459,0.032196,0,0.79435,0.81708,0.82939,0.41268,0.029602,0.021884,0,0.0045326,0.0045326,0.0045326
162,0.042828,0.033946,0,0.71965,0.79808,0.78138,0.40057,0.030814,0.024265,0,0.0044811,0.0044811,0.0044811
163,0.04524,0.030007,0,0.81237,0.74938,0.78425,0.39451,0.030559,0.025977,0,0.0044296,0.0044296,0.0044296
164,0.043531,0.033196,0,0.72619,0.81731,0.78831,0.38175,0.029457,0.029932,0,0.0043782,0.0043782,0.0043782
165,0.044271,0.033228,0,0.77587,0.875,0.87179,0.43792,0.028579,0.02364,0,0.0043269,0.0043269,0.0043269
166,0.04337,0.033405,0,0.85138,0.82625,0.89635,0.43901,0.028449,0.022292,0,0.0042756,0.0042756,0.0042756
167,0.040693,0.035431,0,0.9072,0.84598,0.92433,0.4577,0.027932,0.016919,0,0.0042245,0.0042245,0.0042245
168,0.045248,0.03193,0,0.93548,0.83643,0.92746,0.45107,0.027682,0.015635,0,0.0041734,0.0041734,0.0041734
169,0.045484,0.031305,0,0.88348,0.87491,0.9269,0.46016,0.027144,0.015772,0,0.0041225,0.0041225,0.0041225
170,0.043368,0.030877,0,0.89897,0.85563,0.91617,0.4686,0.02684,0.015947,0,0.0040716,0.0040716,0.0040716
171,0.044304,0.032759,0,0.87834,0.83654,0.8803,0.46086,0.028307,0.016692,0,0.0040208,0.0040208,0.0040208
172,0.042647,0.034983,0,0.86653,0.81731,0.88048,0.46848,0.026909,0.016082,0,0.0039702,0.0039702,0.0039702
173,0.045054,0.031975,0,0.84837,0.86538,0.88601,0.46339,0.026892,0.01598,0,0.0039197,0.0039197,0.0039197
174,0.045387,0.033174,0,0.87375,0.86514,0.89687,0.46546,0.026123,0.015953,0,0.0038693,0.0038693,0.0038693
175,0.042522,0.034624,0,0.88456,0.88417,0.90496,0.46987,0.026123,0.016038,0,0.003819,0.003819,0.003819
176,0.044351,0.031901,0,0.87488,0.87408,0.89466,0.46539,0.026704,0.016038,0,0.0037688,0.0037688,0.0037688
177,0.043665,0.03262,0,0.66903,0.875,0.72465,0.38222,0.027148,0.017098,0,0.0037188,0.0037188,0.0037188
178,0.041293,0.03025,0,0.81412,0.88462,0.88099,0.46548,0.025848,0.015819,0,0.003669,0.003669,0.003669
179,0.043186,0.030972,0,0.84632,0.85577,0.89715,0.48128,0.026778,0.015805,0,0.0036193,0.0036193,0.0036193
180,0.043864,0.028414,0,0.85571,0.85536,0.8864,0.46404,0.028865,0.015774,0,0.0035697,0.0035697,0.0035697
181,0.044733,0.032705,0,0.89993,0.86538,0.90972,0.47971,0.028225,0.015415,0,0.0035204,0.0035204,0.0035204
182,0.043051,0.030298,0,0.88553,0.89423,0.91523,0.48307,0.027352,0.015478,0,0.0034712,0.0034712,0.0034712
183,0.04193,0.03322,0,0.88028,0.92308,0.923,0.4872,0.026885,0.015728,0,0.0034221,0.0034221,0.0034221
184,0.04367,0.030036,0,0.90383,0.90367,0.92501,0.47961,0.027355,0.015517,0,0.0033732,0.0033732,0.0033732
185,0.044618,0.031683,0,0.88611,0.90385,0.92349,0.46788,0.027574,0.015482,0,0.0033246,0.0033246,0.0033246
186,0.040137,0.030172,0,0.89423,0.89423,0.91659,0.48041,0.026735,0.015433,0,0.0032761,0.0032761,0.0032761
187,0.040625,0.028907,0,0.89415,0.89423,0.92279,0.48796,0.025751,0.015222,0,0.0032278,0.0032278,0.0032278
188,0.040799,0.032446,0,0.89612,0.91346,0.92233,0.48328,0.025739,0.015285,0,0.0031797,0.0031797,0.0031797
189,0.042428,0.0308,0,0.86607,0.93266,0.91932,0.49058,0.025572,0.01614,0,0.0031318,0.0031318,0.0031318
190,0.04382,0.030809,0,0.89513,0.90385,0.90798,0.48046,0.025984,0.017261,0,0.0030841,0.0030841,0.0030841
191,0.042499,0.032005,0,0.89411,0.89423,0.89633,0.46404,0.025961,0.02135,0,0.0030367,0.0030367,0.0030367
192,0.040333,0.030353,0,0.83035,0.8942,0.88445,0.46509,0.026595,0.024197,0,0.0029894,0.0029894,0.0029894
193,0.043088,0.030836,0,0.85708,0.86492,0.87879,0.46597,0.027194,0.021377,0,0.0029424,0.0029424,0.0029424
194,0.040135,0.028283,0,0.844,0.88439,0.87722,0.47816,0.026777,0.019223,0,0.0028956,0.0028956,0.0028956
195,0.042639,0.033353,0,0.88775,0.91259,0.90458,0.48887,0.025616,0.017122,0,0.0028491,0.0028491,0.0028491
196,0.041675,0.031905,0,0.8942,0.89393,0.91156,0.48284,0.025346,0.016782,0,0.0028027,0.0028027,0.0028027
197,0.040512,0.031951,0,0.87718,0.89423,0.91077,0.48076,0.025229,0.015913,0,0.0027567,0.0027567,0.0027567
198,0.040632,0.031618,0,0.86911,0.89385,0.92135,0.50099,0.02474,0.015337,0,0.0027109,0.0027109,0.0027109
199,0.041423,0.032645,0,0.86484,0.92285,0.92949,0.49957,0.024336,0.015028,0,0.0026653,0.0026653,0.0026653
200,0.043199,0.030459,0,0.8857,0.89423,0.91937,0.48945,0.024942,0.014981,0,0.00262,0.00262,0.00262
201,0.040823,0.0324,0,0.89319,0.88446,0.92731,0.49808,0.025075,0.014749,0,0.002575,0.002575,0.002575
202,0.040784,0.033467,0,0.9029,0.89413,0.93625,0.50769,0.025015,0.014488,0,0.0025302,0.0025302,0.0025302
203,0.040538,0.027974,0,0.88973,0.93269,0.93894,0.50855,0.024964,0.014561,0,0.0024858,0.0024858,0.0024858
204,0.043904,0.031867,0,0.89809,0.93269,0.95056,0.49223,0.025098,0.014527,0,0.0024416,0.0024416,0.0024416
205,0.041775,0.033132,0,0.88107,0.93269,0.93848,0.50706,0.024765,0.014566,0,0.0023977,0.0023977,0.0023977
206,0.043093,0.031493,0,0.87387,0.93269,0.94946,0.50047,0.025232,0.014693,0,0.002354,0.002354,0.002354
207,0.040942,0.030084,0,0.88967,0.93269,0.92488,0.51017,0.026222,0.014942,0,0.0023107,0.0023107,0.0023107
208,0.040382,0.031505,0,0.89878,0.94231,0.9359,0.50976,0.026442,0.015617,0,0.0022677,0.0022677,0.0022677
209,0.040703,0.029228,0,0.90565,0.92308,0.93406,0.51741,0.026169,0.015249,0,0.002225,0.002225,0.002225
210,0.037182,0.030606,0,0.89719,0.92298,0.93371,0.49679,0.026542,0.015948,0,0.0021826,0.0021826,0.0021826
211,0.038559,0.030921,0,0.90468,0.91346,0.937,0.49116,0.026418,0.016171,0,0.0021405,0.0021405,0.0021405
212,0.040267,0.030477,0,0.88785,0.91343,0.92565,0.49652,0.02657,0.016397,0,0.0020987,0.0020987,0.0020987
213,0.039586,0.031112,0,0.88454,0.88462,0.90381,0.48837,0.027066,0.020246,0,0.0020572,0.0020572,0.0020572
214,0.037347,0.031216,0,0.87717,0.89423,0.9206,0.49313,0.026971,0.018984,0,0.0020161,0.0020161,0.0020161
215,0.040743,0.032351,0,0.88494,0.89423,0.91653,0.48934,0.026533,0.019322,0,0.0019753,0.0019753,0.0019753
